#Wave	#Intensity
1241.842773	4810.303711
1240.768555	4810.745117
1239.693359	4823.097168
1238.618164	4794.965820
1237.542969	4797.480469
1236.467773	4791.630859
1235.391602	4804.941406
1234.316406	4803.930664
1233.240234	4826.083008
1232.163086	4784.211914
1231.086914	4782.287598
1230.009766	4797.802246
1228.932617	4797.086426
1227.855469	4802.974121
1226.777344	4805.447754
1225.700195	4828.601562
1224.622070	4802.791504
1223.543945	4805.069336
1222.464844	4794.524902
1221.385742	4774.971680
1220.307617	4788.498535
1219.227539	4789.771973
1218.148438	4793.973145
1217.068359	4784.937012
1215.989258	4788.912598
1214.908203	4792.185547
1213.828125	4815.932129
1212.747070	4804.369141
1211.666992	4798.023926
1210.585938	4801.411133
1209.503906	4796.014160
1208.422852	4796.486816
1207.340820	4814.631348
1206.258789	4798.442871
1205.176758	4805.910156
1204.093750	4789.834473
1203.010742	4810.049316
1201.927734	4812.743164
1200.844727	4821.126953
1199.761719	4849.195312
1198.677734	4861.375977
1197.593750	4840.416504
1196.509766	4827.512207
1195.424805	4844.567383
1194.340820	4840.677734
1193.255859	4820.994141
1192.170898	4856.745117
1191.084961	4859.190918
1190.000000	4893.518066
1188.914062	4864.884766
1187.828125	4884.352539
1186.741211	4899.809570
1185.655273	4900.059570
1184.568359	4889.398438
1183.481445	4888.372070
1182.393555	4889.085449
1181.306641	4908.557617
1180.218750	4910.869629
1179.130859	4900.050781
1178.042969	4919.454590
1176.954102	4921.450684
1175.865234	4926.895020
1174.776367	4938.662598
1173.687500	4941.383301
1172.597656	4947.559570
1171.508789	4942.208496
1170.418945	4939.128906
1169.328125	4968.495117
1168.238281	4962.479492
1167.147461	4973.421875
1166.056641	4963.892090
1164.965820	4966.713867
1163.874023	4978.558105
1162.783203	4950.922363
1161.691406	4941.895996
1160.599609	4959.129883
1159.506836	4949.696289
1158.415039	4955.095215
1157.322266	4969.528809
1156.228516	4967.098633
1155.135742	5004.806152
1154.041992	4984.899414
1152.948242	4955.517090
1151.854492	4965.917480
1150.760742	4950.768555
1149.666016	4952.285156
1148.571289	4966.124512
1147.476562	4987.816895
1146.381836	4984.270996
1145.286133	4991.912109
1144.191406	4970.616699
1143.094727	4969.616211
1141.999023	4992.034668
1140.903320	4973.780273
1139.806641	4984.400391
1138.709961	4975.000000
1137.612305	4955.782227
1136.515625	4965.858398
1135.417969	4976.871094
1134.320312	4967.787598
1133.222656	4967.810059
1132.124023	4959.451660
1131.025391	4974.731934
1129.926758	4978.390137
1128.828125	4982.509277
1127.728516	4985.218750
1126.629883	4990.689453
1125.530273	5010.036621
1124.429688	5013.568848
1123.330078	5022.493652
1122.229492	5001.790527
1121.128906	5010.615723
1120.028320	5012.579102
1118.926758	5002.936523
1117.826172	5024.366211
1116.724609	5013.884277
1115.622070	5019.620605
1114.520508	5026.312012
1113.417969	5039.362305
1112.315430	5042.845215
1111.212891	5057.421387
1110.110352	5050.977539
1109.006836	5054.260254
1107.903320	5079.226074
1106.799805	5060.098633
1105.695312	5057.928711
1104.591797	5064.396484
1103.487305	5075.395508
1102.381836	5064.600098
1101.277344	5073.528809
1100.171875	5094.694824
1099.066406	5094.597168
1097.960938	5090.025879
1096.855469	5106.526855
1095.749023	5103.153809
1094.642578	5115.137695
1093.536133	5114.752930
1092.429688	5108.788086
1091.322266	5094.843262
1090.214844	5139.644043
1089.107422	5118.999512
1087.999023	5114.071777
1086.891602	5101.115234
1085.783203	5130.677246
1084.674805	5124.506348
1083.565430	5144.583008
1082.457031	5123.320801
1081.347656	5106.887695
1080.237305	5123.503906
1079.127930	5114.484863
1078.017578	5102.885742
1076.908203	5134.869141
1075.796875	5124.429199
1074.686523	5126.040527
1073.575195	5113.588867
1072.463867	5121.867676
1071.352539	5117.894531
1070.241211	5117.605469
1069.128906	5112.781250
1068.016602	5111.309570
1066.904297	5097.174805
1065.791992	5108.640625
1064.678711	5103.760742
1063.565430	5113.981934
1062.452148	5116.581543
1061.338867	5108.913574
1060.224609	5122.562500
1059.110352	5143.527832
1057.996094	5123.201172
1056.881836	5095.360840
1055.766602	5125.042969
1054.651367	5098.818848
1053.536133	5104.537598
1052.419922	5114.894531
1051.304688	5112.328613
1050.188477	5100.288086
1049.072266	5121.926758
1047.955078	5110.965820
1046.838867	5124.053223
1045.721680	5124.033203
1044.604492	5118.141113
1043.486328	5129.706543
1042.369141	5121.648438
1041.250977	5142.741211
1040.131836	5146.835449
1039.013672	5165.601074
1037.894531	5172.291504
1036.775391	5157.121582
1035.656250	5165.610840
1034.537109	5169.032715
1033.416992	5188.567383
1032.296875	5194.214844
1031.176758	5183.666504
1030.056641	5191.791016
1028.935547	5199.261719
1027.814453	5212.500977
1026.693359	5202.796875
1025.571289	5233.668945
1024.450195	5225.086426
1023.328125	5228.900879
1022.205078	5237.267090
1021.083008	5224.362305
1019.959961	5229.908203
1018.836914	5244.632324
1017.713867	5238.825684
1016.589844	5245.228516
1015.466797	5243.502930
1014.342773	5243.436035
1013.217773	5271.216309
1012.093750	5246.373535
1010.968750	5241.395020
1009.843750	5250.205078
1008.718750	5243.847168
1007.592773	5246.546875
1006.467773	5242.599121
1005.341797	5259.914062
1004.214844	5251.677734
1003.088867	5271.498535
1001.961914	5258.466797
1000.834961	5274.593750
999.708008	5276.377930
998.580078	5237.017090
997.452148	5248.920898
996.324219	5242.564453
995.196289	5258.830078
994.067383	5248.260254
992.939453	5252.886230
991.809570	5256.094727
990.680664	5229.926270
989.550781	5252.173340
988.421875	5235.582031
987.291016	5257.712402
986.161133	5237.464844
985.030273	5255.118652
983.900391	5258.029297
982.768555	5247.258789
981.637695	5243.635254
980.505859	5265.427734
979.375000	5249.607422
978.242188	5259.835938
977.110352	5268.428711
975.977539	5250.164551
974.844727	5275.751953
973.711914	5265.457031
972.579102	5259.256348
971.445312	5264.928711
970.311523	5288.934570
969.177734	5290.488770
968.042969	5275.580078
966.908203	5273.821289
965.773438	5280.765625
964.638672	5300.739746
963.503906	5269.064453
962.368164	5291.040039
961.232422	5328.983398
960.096680	5302.267090
958.959961	5301.982910
957.823242	5334.511719
956.686523	5317.083984
955.549805	5328.102539
954.412109	5328.947754
953.274414	5345.114746
952.136719	5350.733887
950.999023	5341.441406
949.860352	5343.902832
948.721680	5356.123047
947.583008	5362.476562
946.444336	5384.044434
945.304688	5382.092285
944.165039	5399.755859
943.025391	5402.446289
941.885742	5399.588379
940.745117	5391.338867
939.604492	5401.319824
938.463867	5404.342285
937.322266	5393.250977
936.181641	5415.373535
935.040039	5416.925293
933.897461	5408.551758
932.755859	5425.458984
931.613281	5421.648438
930.470703	5405.386719
929.328125	5412.652832
928.184570	5414.610352
927.041016	5410.443359
925.897461	5412.335449
924.753906	5411.392578
923.609375	5386.792480
922.464844	5416.508789
921.320312	5414.316406
920.175781	5417.811035
919.030273	5411.462402
917.884766	5411.701660
916.739258	5397.180176
915.592773	5407.704102
914.447266	5403.622559
913.300781	5411.504883
912.153320	5411.401855
911.006836	5413.734863
909.859375	5408.334473
908.711914	5422.460938
907.564453	5418.742676
906.416016	5412.521973
905.267578	5425.672852
904.119141	5428.011230
902.970703	5435.494629
901.821289	5420.625488
900.672852	5426.642090
899.522461	5418.524414
898.373047	5422.916992
897.222656	5429.600098
896.072266	5444.942871
894.921875	5444.172852
893.771484	5430.494141
892.620117	5453.020996
891.468750	5457.250000
890.317383	5461.506348
889.165039	5469.343262
888.012695	5456.299316
886.860352	5480.355469
885.708008	5465.932129
884.555664	5482.270996
883.402344	5480.617676
882.249023	5495.299805
881.094727	5506.387695
879.941406	5518.712402
878.787109	5524.809082
877.631836	5520.274902
876.477539	5516.666016
875.322266	5523.412598
874.166992	5546.963379
873.011719	5539.069336
871.856445	5548.857910
870.700195	5554.045898
869.543945	5546.578613
868.386719	5563.187500
867.230469	5570.270508
866.073242	5568.200195
864.916016	5567.916016
863.758789	5554.837402
862.600586	5571.988770
861.442383	5581.779785
860.284180	5558.673828
859.125000	5595.942383
857.966797	5583.780762
856.807617	5600.596680
855.647461	5585.054199
854.488281	5577.580566
853.328125	5591.308594
852.167969	5583.587891
