#Wave		#Intensity
1241.677734	718.641418
1240.603516	716.949585
1239.528320	719.593933
1238.453125	718.177368
1237.377930	715.144104
1236.302734	714.611023
1235.226562	717.122253
1234.150391	715.450195
1233.074219	722.026001
1231.998047	716.403870
1230.920898	714.680481
1229.843750	718.095825
1228.766602	719.371033
1227.689453	720.215881
1226.612305	718.314880
1225.534180	719.285278
1224.456055	716.798645
1223.377930	718.721802
1222.298828	718.937561
1221.220703	715.212097
1220.141602	714.659180
1219.061523	713.693176
1217.982422	718.339783
1216.902344	717.462280
1215.822266	717.343140
1214.742188	716.455627
1213.662109	722.059021
1212.581055	713.845764
1211.500000	718.674072
1210.418945	718.230835
1209.337891	720.325317
1208.255859	716.003235
1207.174805	720.346558
1206.092773	717.789917
1205.009766	719.214783
1203.927734	716.763733
1202.844727	720.487671
1201.761719	720.962036
1200.678711	723.338623
1199.594727	726.698975
1198.510742	725.092773
1197.426758	726.018738
1196.342773	726.183899
1195.258789	725.541992
1194.173828	725.972595
1193.088867	721.687866
1192.003906	727.166077
1190.917969	729.130554
1189.833008	731.999084
1188.747070	727.784180
1187.661133	731.608215
1186.574219	731.075012
1185.488281	732.869995
1184.401367	734.570618
1183.314453	730.556885
1182.226562	735.082214
1181.139648	734.382446
1180.051758	734.414856
1178.963867	735.417725
1177.875000	733.535217
1176.787109	735.341736
1175.698242	737.598694
1174.609375	739.444946
1173.519531	739.906189
1172.430664	740.450134
1171.340820	739.719116
1170.250977	740.387146
1169.161133	741.205017
1168.070312	745.036316
1166.979492	746.712158
1165.888672	744.784607
1164.797852	743.618652
1163.707031	748.020203
1162.615234	742.953674
1161.523438	740.123413
1160.431641	743.100830
1159.338867	744.164246
1158.247070	745.165100
1157.154297	743.230591
1156.060547	743.445923
1154.967773	749.518066
1153.874023	746.576782
1152.780273	744.684753
1151.686523	745.792297
1150.592773	741.888672
1149.498047	745.756409
1148.403320	748.791992
1147.308594	748.025574
1146.213867	750.074463
1145.118164	747.313049
1144.022461	746.768860
1142.926758	744.864624
1141.831055	748.153748
1140.734375	748.382141
1139.637695	748.981079
1138.541016	746.619629
1137.444336	745.396667
1136.346680	747.559998
1135.249023	747.561707
1134.151367	750.392212
1133.053711	747.014587
1131.955078	748.538025
1130.856445	748.873352
1129.757812	752.415283
1128.659180	750.766296
1127.559570	752.241150
1126.460938	752.035950
1125.361328	755.579041
1124.260742	755.783752
1123.161133	756.450256
1122.060547	752.990967
1120.959961	754.175842
1119.859375	753.200867
1118.757812	751.062195
1117.656250	758.736938
1116.554688	756.392944
1115.453125	758.149414
1114.350586	760.038330
1113.249023	760.425537
1112.146484	762.323242
1111.042969	763.032288
1109.940430	762.461182
1108.836914	763.671265
1107.733398	766.385071
1106.629883	761.946106
1105.526367	763.390625
1104.421875	765.049255
1103.317383	765.541443
1102.212891	763.733459
1101.107422	768.359619
1100.001953	771.021851
1098.896484	770.577454
1097.791016	768.264160
1096.685547	772.017090
1095.579102	773.093689
1094.472656	769.893250
1093.366211	771.530945
1092.258789	773.193420
1091.152344	770.642517
1090.044922	774.236755
1088.936523	774.617859
1087.829102	774.346375
1086.720703	772.892761
1085.612305	774.068420
1084.503906	776.842773
1083.395508	775.913940
1082.286133	777.576721
1081.176758	774.841125
1080.067383	773.261841
1078.957031	775.916016
1077.847656	773.731750
1076.737305	776.023499
